id,uuid,qualifier,category,agent,utterance_id,label,toloka_session,toloka_study,id,uuid,speaker,start,end,text,text_coref,segmentation_id,microfacts,claimspan,visibility,asr_prob_avg,asr_prob_min
2864258,aaa04cd0-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Checkable,00026a2846--64c92b9f089f4e44f662691e,2458656,Cause and Effect,,,2458656,188a550e-fef2-11ed-810a-00155d18d07f,SPEAKER_01,408.28,411.2,So how does stress affect your sleep-wake cycles?,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864259,aaa9fb22-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465409,Emotions and Opinions,,,2465409,3256f014-fef2-11ed-9905-00155d18d07f,SPEAKER_02,571.0,574.34,"However, we can indirectly compare the effect size of the treatment.",,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864260,aaaed2a0-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465407,Not a Claim,,,2465407,3255b406-fef2-11ed-9905-00155d18d07f,SPEAKER_07,557.04,563.16,So how does turmeric compare to a standard painkiller like ibuprofen?,,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864264,aace6ed0-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465405,Not a Claim,,,2465405,3253d4ba-fef2-11ed-9905-00155d18d07f,SPEAKER_07,542.7,545.54,And did it affect the amount of pain medication they were taking?,And did it affect the amount of pain medication 35 people into the active group who received the turmeric extract were taking?,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864269,aafdd1b6-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465404,Not a Claim,,,2465404,3252e758-fef2-11ed-9905-00155d18d07f,SPEAKER_07,535.72,542.18,"So oddly enough, you would actually have to be quite impressive to outdo the placebo in this context.","So oddly enough, you would actually have to be quite impressive to outdo placebo in this context.",3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864270,ab0fd8a2-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465315,Broadcast Details,,,2465315,320d9482-fef2-11ed-9905-00155d18d07f,SPEAKER_01,61.94,65.08,Listen to NPR's TED Radio Hour wherever you get your podcasts.,Listen to TED Radio Hour wherever you get your podcasts.,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864271,ab125c1c-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465317,Not a Claim,,,2465317,320f16b8-fef2-11ed-9905-00155d18d07f,SPEAKER_07,84.86,91.16,"So if you were going to try just one thing to improve your mental and physical well-being, what should it be?","So if you were going to try just one thing to improve your mental and physical well-being, what should just one thing be?",3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864272,b1e2a7b8-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Checkable,00026a2846--64c92b9f089f4e44f662691e,2458664,Factual Descriptions,,,2458664,188fd6fa-fef2-11ed-810a-00155d18d07f,SPEAKER_01,451.12,458.2,"Even if you're getting pleasure and you don't think it's stressful and you're meditating while you're eating sugar, you're still going to have high cortisol and high adrenaline.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864273,b357ee96-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465332,Emotions and Opinions,,,2465332,3219ddc8-fef2-11ed-9905-00155d18d07f,SPEAKER_07,157.84,163.16,"Wow, it's got a wonderfully bright colour and quite a strong aroma as well.","Wow, the turmeric powder's got a wonderfully bright colour and quite a strong aroma as well.",3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864274,b50727ac-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Checkable,00026a2846--64c92b9f089f4e44f662691e,2458665,Factual Descriptions,,,2458665,18907268-fef2-11ed-810a-00155d18d07f,SPEAKER_01,459.42,465.02,So what are the things that are the two most common things that are screwing up your sleep-wake cycles?,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864275,b8adaa2a-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Checkable,00026a2846--64c92b9f089f4e44f662691e,2458666,Factual Descriptions,,,2458666,189104d0-fef2-11ed-810a-00155d18d07f,SPEAKER_01,465.38,473.58,It's probably blood sugar imbalances and spikes and crashes in blood sugar and chronic stress.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864276,beaf3524-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465346,Emotions and Opinions,,,2465346,3226022e-fef2-11ed-9905-00155d18d07f,SPEAKER_03,216.54,219.5,I've been wanting to incorporate more spices in my cooking.,"Yushi, an office worker've been wanting to incorporate more spices in Yushi, an office worker's cooking.",3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864279,c4bf8734-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465351,Not a Claim,,,2465351,322a61b6-fef2-11ed-9905-00155d18d07f,SPEAKER_03,240.74,241.3,That sounds okay.,,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864280,c56f94a8-3090-11ee-82ce-0242ac1c0002,Motivation,Impact,00026a2846--64c92b9f089f4e44f662691e,2458666,Learn More,,,2458666,189104d0-fef2-11ed-810a-00155d18d07f,SPEAKER_01,465.38,473.58,It's probably blood sugar imbalances and spikes and crashes in blood sugar and chronic stress.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864281,c93edf6c-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Checkable,00026a2846--64c92b9f089f4e44f662691e,2458667,Factual Descriptions,,,2458667,18919ecc-fef2-11ed-810a-00155d18d07f,SPEAKER_01,474.88,485.04,So what should you do to optimize nutrition so you can regulate your stress hormones through food and lifestyle and how do you deal with actually regulating sleep throughout the whole night and get high quality sleep?,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864282,c9866ecc-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465352,Emotions and Opinions,,,2465352,322aff40-fef2-11ed-9905-00155d18d07f,SPEAKER_03,241.44,243.08,"Yeah, I'm definitely up for giving it a go.","Yeah, Yushi, an office worker'm definitely up for giving it a go.",3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864283,d08b4f30-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465354,Emotions and Opinions,,,2465354,322c9936-fef2-11ed-9905-00155d18d07f,SPEAKER_03,248.04,248.68,That sounds good.,,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864284,d08c830a-3090-11ee-82ce-0242ac1c0002,Motivation,Impact,00026a2846--64c92b9f089f4e44f662691e,2458667,Learn More,,,2458667,18919ecc-fef2-11ed-810a-00155d18d07f,SPEAKER_01,474.88,485.04,So what should you do to optimize nutrition so you can regulate your stress hormones through food and lifestyle and how do you deal with actually regulating sleep throughout the whole night and get high quality sleep?,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864285,d5503b02-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465355,Not a Claim,,,2465355,322d326a-fef2-11ed-9905-00155d18d07f,SPEAKER_03,248.72,249.6,Thanks for the heads up.,,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864286,d613c824-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458669,Emotions and Opinions,,,2458669,18931b26-fef2-11ed-810a-00155d18d07f,SPEAKER_01,494.8,496.24,So you have to live in rhythm.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864287,d8fd4dda-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458670,Personal Experience,,,2458670,1893b77a-fef2-11ed-810a-00155d18d07f,SPEAKER_01,496.6,501.24,I experienced the dangers of not being in rhythm when I worked in the emergency room.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864288,dbc4a068-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458671,Personal Experience,,,2458671,189449f6-fef2-11ed-810a-00155d18d07f,SPEAKER_01,501.82,504.76,I would sometimes work at 7 in the morning until 5 at night shift.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864289,e033efc8-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458672,Personal Experience,,,2458672,1895185e-fef2-11ed-810a-00155d18d07f,SPEAKER_01,504.86,507.3,Then I'd work at 2 in the afternoon until the 2 in the morning shift.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864290,e1516aca-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465357,Emotions and Opinions,,,2465357,322ec120-fef2-11ed-9905-00155d18d07f,SPEAKER_07,268.86,272.38,The link between turmeric and health is nothing new.,,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864291,e821b1c0-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458673,Personal Experience,,,2458673,1895cf38-fef2-11ed-810a-00155d18d07f,SPEAKER_01,507.6,510.48,Then I'd work at 11 o'clock at night to a 7 in the morning shift.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864294,ecd63894-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458679,Emotions and Opinions,,,2458679,189980ce-fef2-11ed-810a-00155d18d07f,SPEAKER_01,539.62,547.76,So you want to make sure that you actually don't eat before bed because that's the worst thing you can do.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864295,f0ac3996-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458680,Personal Experience,,,2458680,189a1e1c-fef2-11ed-810a-00155d18d07f,SPEAKER_01,547.8,551.3,But you need to make sure you're having meals in a regular time space.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864296,f214908a-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465359,Factual Descriptions,,,2465359,3230567a-fef2-11ed-9905-00155d18d07f,SPEAKER_07,281.42,295.78,"Over the last couple of decades or so, scientific research into turmeric and in particular into its active ingredient curcumin has exploded, with lots of studies exploring the health effects of this golden spice.","Over the last couple of decades or so, scientific research into turmeric and in particular into its active ingredient curcumin has exploded, with lots of studies exploring the health effects of turmeric.",3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864297,f5b75f1a-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458681,Emotions and Opinions,,,2458681,189ac218-fef2-11ed-810a-00155d18d07f,SPEAKER_01,551.3,552.92,So don't eat three hours before bed.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864298,f82e276a-3090-11ee-82ce-0242ac1c0002,Motivation,Impact,00026a2846--64c92b8c72fff54cc1f36912,2465359,Potential to Cause Harm,,,2465359,3230567a-fef2-11ed-9905-00155d18d07f,SPEAKER_07,281.42,295.78,"Over the last couple of decades or so, scientific research into turmeric and in particular into its active ingredient curcumin has exploded, with lots of studies exploring the health effects of this golden spice.","Over the last couple of decades or so, scientific research into turmeric and in particular into its active ingredient curcumin has exploded, with lots of studies exploring the health effects of turmeric.",3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864299,f959ea7a-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458682,Emotions and Opinions,,,2458682,189b5a7a-fef2-11ed-810a-00155d18d07f,SPEAKER_01,553.12,556.72,Don't eat a heavy meal before bed because I guarantee you that'll screw up your sleep.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864300,fcc2af3a-3090-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458684,Personal Experience,,,2458684,189c90c0-fef2-11ed-810a-00155d18d07f,SPEAKER_01,572.74,576.84,"But still don't eat white flour, sugar, processed, all that processed food.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864301,074b0b14-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465380,Broadcast Details,,,2465380,3240a37c-fef2-11ed-9905-00155d18d07f,SPEAKER_07,430.12,436.74,We'll catch up with Yushi at the end of the week and see if she can find some tasty ways to incorporate turmeric into her diet.,"We'll catch up with Yushi, an office worker at the end of the week and see if Yushi, an office worker can find some tasty ways to incorporate turmeric into Yushi, an office worker's diet.",3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864303,074ddc22-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458685,Emotions and Opinions,,,2458685,189d24f4-fef2-11ed-810a-00155d18d07f,SPEAKER_01,577.5,579.78,Also not eating enough is stressful.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864304,0b808f10-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458690,Not a Claim,,,2458690,18a00c46-fef2-11ed-810a-00155d18d07f,SPEAKER_01,606.76,610.98,"It helped people lose 120, 130, 200 pounds.","the most effective treatment I've ever found, which is the 10-Day Detox Diet helped people lose 120, 130, 200 pounds.",3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864305,0dbefcb2-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465385,Factual Descriptions,,,2465385,324463ea-fef2-11ed-9905-00155d18d07f,SPEAKER_02,452.58,459.24,"Turmeric has been used for centuries in Ayurvedic medicine, that is a traditional Indian medicine, as well as traditional Chinese medicine.",,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864306,10e1bf1a-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458691,Emotions and Opinions,,,2458691,18a0f228-fef2-11ed-810a-00155d18d07f,SPEAKER_01,611.48,615.56,It's like a gastric bypass without the pain of surgery vomiting and malnutrition.,", which is the 10-Day Detox Diet's like a gastric bypass without the pain of surgery vomiting and malnutrition.",3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864307,12f74036-3091-11ee-82ce-0242ac1c0002,Motivation,Impact,00026a2846--64c92b8c72fff54cc1f36912,2465385,Surprising,,,2465385,324463ea-fef2-11ed-9905-00155d18d07f,SPEAKER_02,452.58,459.24,"Turmeric has been used for centuries in Ayurvedic medicine, that is a traditional Indian medicine, as well as traditional Chinese medicine.",,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864308,13ca445e-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458692,Personal Experience,,,2458692,18a1dd3c-fef2-11ed-810a-00155d18d07f,SPEAKER_01,616.84,620.3,Another thing you can do is get stuff out of your head.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864309,19798a22-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465386,Emotions and Opinions,,,2465386,32450bd8-fef2-11ed-9905-00155d18d07f,SPEAKER_02,459.56,465.64,"But only recently, people have identified the active components such as the curcumin.",,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864310,2141564a-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465395,Numerical Claims,,,2465395,324b6b86-fef2-11ed-9905-00155d18d07f,SPEAKER_02,491.08,494.6,So this clinical trial involved 70 patients.,So clinical trials looking at the benefits of using turmeric in arthritis involved 70 patients.,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864311,26c64274-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458693,Personal Experience,,,2458693,18a27922-fef2-11ed-810a-00155d18d07f,SPEAKER_01,620.5,626.26,"Write your worries down at night, so get a little piece of paper or journal or maybe in your phone.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864312,36dbfe1a-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465396,Personal Experience,,,2465396,324c55b4-fef2-11ed-9905-00155d18d07f,SPEAKER_02,494.6,500.24,So we selected patients based on pain as well as based on the joint inflammation.,So Dr Benny Antony from the Menzies Institute of Medical Research at the University of Tasmania in Australia selected patients based on pain as well as based on the joint inflammation.,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864313,36dd4f04-3091-11ee-82ce-0242ac1c0002,Motivation,Impact,00026a2846--64c92b8c72fff54cc1f36912,2465395,Public Interest,,,2465395,324b6b86-fef2-11ed-9905-00155d18d07f,SPEAKER_02,491.08,494.6,So this clinical trial involved 70 patients.,So clinical trials looking at the benefits of using turmeric in arthritis involved 70 patients.,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864314,372a7248-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458694,Emotions and Opinions,,,2458694,18a30e50-fef2-11ed-810a-00155d18d07f,SPEAKER_01,626.76,631.68,"Write down all your worries, what you have to do, your day should be organized for the next day.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864315,372f3f58-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Checkable,00026a2846--64c92b9f089f4e44f662691e,2458699,Factual Descriptions,,,2458699,18a65f9c-fef2-11ed-810a-00155d18d07f,SPEAKER_01,643.5,647.98,"It helps regulate the stress response, helps regulate cortisol, helps relax your muscles.","Magnesium helps regulate the stress response, helps regulate cortisol, helps relax your muscles.",3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864316,39f91df8-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Checkable,00026a2846--64c92b9f089f4e44f662691e,2458701,Factual Descriptions,,,2458701,18a7e06a-fef2-11ed-810a-00155d18d07f,SPEAKER_01,652.64,660.0,"Glycine also helps with sleep, so you can use glycine and you can use that to help relax the nervous system and your muscles.","Glycine also helps with sleep, so you can use glycine and you can use glycine to help relax the nervous system and your muscles.",3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864317,3be12f3e-3091-11ee-82ce-0242ac1c0002,Motivation,Impact,00026a2846--64c92b9f089f4e44f662691e,2458701,Surprising,,,2458701,18a7e06a-fef2-11ed-810a-00155d18d07f,SPEAKER_01,652.64,660.0,"Glycine also helps with sleep, so you can use glycine and you can use that to help relax the nervous system and your muscles.","Glycine also helps with sleep, so you can use glycine and you can use glycine to help relax the nervous system and your muscles.",3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864318,3e46ad26-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465397,Numerical Claims,,,2465397,324d4528-fef2-11ed-9905-00155d18d07f,SPEAKER_02,500.76,509.22,So we randomized 35 people into placebo group and 35 people into the active group who received the turmeric extract.,So Dr Benny Antony from the Menzies Institute of Medical Research at the University of Tasmania in Australia randomized 35 people into placebo group and 35 people into the active group who received the turmeric extract.,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864319,3fb54dd4-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458702,Personal Experience,,,2458702,18a8c3cc-fef2-11ed-810a-00155d18d07f,SPEAKER_01,660.88,662.46,"Next, try some melatonin.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864320,41bfa2e6-3091-11ee-82ce-0242ac1c0002,Motivation,Impact,00026a2846--64c92b8c72fff54cc1f36912,2465397,Public Interest,,,2465397,324d4528-fef2-11ed-9905-00155d18d07f,SPEAKER_02,500.76,509.22,So we randomized 35 people into placebo group and 35 people into the active group who received the turmeric extract.,So Dr Benny Antony from the Menzies Institute of Medical Research at the University of Tasmania in Australia randomized 35 people into placebo group and 35 people into the active group who received the turmeric extract.,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864321,44cab516-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Checkable,00026a2846--64c92b9f089f4e44f662691e,2458703,Cause and Effect,,,2458703,18a95440-fef2-11ed-810a-00155d18d07f,SPEAKER_01,662.64,663.82,Mellow out with a little melatonin.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864322,46c2cc0a-3091-11ee-82ce-0242ac1c0002,Motivation,Impact,00026a2846--64c92b9f089f4e44f662691e,2458703,Learn More,,,2458703,18a95440-fef2-11ed-810a-00155d18d07f,SPEAKER_01,662.64,663.82,Mellow out with a little melatonin.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864323,4a94b1fe-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458704,Personal Experience,,,2458704,18a9ea7c-fef2-11ed-810a-00155d18d07f,SPEAKER_01,663.9,671.26,"You can use half to up to two to three milligrams of melatonin at night and that can often help you reset your circadian rhythms, particularly with travel.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864324,4d892156-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Checkable,00026a2846--64c92b9f089f4e44f662691e,2458705,Quotation,,,2458705,18aa7bf4-fef2-11ed-810a-00155d18d07f,SPEAKER_01,671.82,677.28,Also ashwagandha is an Ayurvedic herb that can be really powerful for resetting cortisol.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864325,4e6bf0b2-3091-11ee-82ce-0242ac1c0002,Motivation,Impact,00026a2846--64c92b8c72fff54cc1f36912,2465400,Public Interest,,,2465400,325014ec-fef2-11ed-9905-00155d18d07f,SPEAKER_02,520.9,525.1,"Obviously, both placebo and treatment group both reduced the knee pain.",,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864326,500d8a3e-3091-11ee-82ce-0242ac1c0002,Motivation,Impact,00026a2846--64c92b9f089f4e44f662691e,2458705,Surprising,,,2458705,18aa7bf4-fef2-11ed-810a-00155d18d07f,SPEAKER_01,671.82,677.28,Also ashwagandha is an Ayurvedic herb that can be really powerful for resetting cortisol.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864327,53b07dcc-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458706,Personal Experience,,,2458706,18ab1f64-fef2-11ed-810a-00155d18d07f,SPEAKER_01,677.5,683.88,"I use a product called Cortisol Manager, which helps at night to reduce the stress response and improve sleep quality.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864328,56335cb8-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458707,Personal Experience,,,2458707,18abc068-fef2-11ed-810a-00155d18d07f,SPEAKER_01,684.3,690.62,"Also make sure, as I said, to get in rhythm, where you can sleep at the same time.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864329,565d60da-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b8c72fff54cc1f36912,2465402,Not a Claim,,,2465402,3251a5fa-fef2-11ed-9905-00155d18d07f,SPEAKER_02,530.66,531.2,Right.,,3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864330,58744410-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458708,Personal Experience,,,2458708,18ac6860-fef2-11ed-810a-00155d18d07f,SPEAKER_01,690.74,692.4,Try to go to sleep before 10.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864331,5c1e4f98-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458709,Personal Experience,,,2458709,18ad126a-fef2-11ed-810a-00155d18d07f,SPEAKER_01,693.0,696.5,"That's the best sleep you can have is before midnight, believe it or not.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864332,5ef9695a-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458710,Personal Experience,,,2458710,18adb0d0-fef2-11ed-810a-00155d18d07f,SPEAKER_01,696.6,703.32,"So get in bed by 10, try to be asleep shortly thereafter, 11 at the latest, and try to wake up at the same time every day.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864333,62b13794-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458711,Personal Experience,,,2458711,18ae49c8-fef2-11ed-810a-00155d18d07f,SPEAKER_01,703.62,709.22,Also make your bedroom completely sleep supportive.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864334,6517dc9a-3091-11ee-82ce-0242ac1c0002,Checkworthiness,Not Checkable,00026a2846--64c92b9f089f4e44f662691e,2458712,Personal Experience,,,2458712,18aee982-fef2-11ed-810a-00155d18d07f,SPEAKER_01,709.22,716.32,"For example, make sure you have eye shades or blackout shades on your windows or eye shades on your eyes, earplugs if it's noisy.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2864335,6af12ba8-3091-11ee-82ce-0242ac1c0002,Motivation,Impact,00026a2846--64c92b8c72fff54cc1f36912,2465406,Surprising,,,2465406,3254ca78-fef2-11ed-9905-00155d18d07f,SPEAKER_02,546.36,556.82,"Yeah, that's one of the interesting or secondary outcomes of this trial was that there was a reduction in the number of medications which they were taking for their knee pain.","Yeah, that's one of the interesting or secondary outcomes of clinical trials looking at the benefits of using turmeric in arthritis was that there was a reduction in the number of medications which 70 patients were taking for 70 patients's knee pain.",3382,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
