check_worthy_claim,evidence_snippet,article_url,stance
"So The authors think that one of the reasons why The authors saw such good results in The authors's study is because when you consume curcumin with fat and certain spices, this helps your body to absorb more of curcumin.","Curcumin is fat-soluble, which means it dissolves in fats. When turmeric is eaten with a source of fat, the curcuminoids attach to the fats. This makes them more easily absorbed by the gut. For this reason, consuming curcumin with a fatty meal can significantly enhance turmeric absorption. The bottom line? Turmeric, plus black pepper, plus fat is the best way to increase turmeric absorption and reap the full benefits of this golden super spice! But there’s a way to increase turmeric absorption even further… · New research has introduced a way of increasing curcumin’s bioavailability even more: pairing turmeric and black pepper with fat. Curcumin is fat-soluble, which means it dissolves in fats. When turmeric is eaten with a source of fat, the curcuminoids attach to the fats. This makes them more easily absorbed by the gut. For this reason, consuming curcumin with a fatty meal can significantly enhance turmeric absorption. With that said, you can make the most of all this healthy spice has to offer with what we call the turmeric absorption power trio: turmeric, black pepper and fat. Here’s how to increase turmeric absorption with black pepper & fat (and why it works). Turmeric and black pepper…a match made in health heaven? We think so! Piperine, the main active ingredient in black pepper (like curcumin is to turmeric), can dramatically improve turmeric absorption.",https://www.purition.co.uk/blogs/articles/turmeric-absorption-black-pepper-fat,SUPPORTS
"So The authors think that one of the reasons why The authors saw such good results in The authors's study is because when you consume curcumin with fat and certain spices, this helps your body to absorb more of curcumin.","The various formulations designed to enhance curcumin bioavailability can be divided broadly into a number of approaches with specific examples given. Curcumin is fat soluble, and therefore consuming curcumin with a fatty meal enhances absorption. Early approaches to enhancing absorption were the addition of turmeric oil (BCM-95®; BioCurcumax®; Curcugreen™) [17,18,19,20], a small amount of piperine (Curcumin C3 Complex®) [21,22,23] to stimulate the gastrointestinal system and prevent efflux of curcumin, or as a turmeric oleoresin (Curcugen™) which have resulted in small incremental increases in curcumin absorption. In this review, formulated curcumin products that provide >100-fold better absorption than unformulated curcumin are considered highly bioavailable. The various formulations designed to enhance curcumin bioavailability can be divided broadly into a number of approaches with specific examples given. Curcumin is fat soluble, and therefore consuming curcumin with a fatty meal enhances absorption. However, its poor solubility and poor absorption in the free form in the gastrointestinal tract and its rapid biotransformation to inactive metabolites greatly limit its utility as a health-promoting agent and dietary supplement. Recent advances in micro- and nano-formulations of curcumin with greatly enhanced absorption resulting in desirable blood levels of the active forms of curcumin now make it possible to address a wide range of potential applications, including pain management, and as tissue protective.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7144558/,SUPPORTS
"In an Australian study where they gave curcumin in pill form to 80 older individuals, they found that compared to placebo, taking curcumin in pill form improved working memory and reduced fatigue.","A randomized, double-blind, placebo-controlled trial in 60 healthy older adults (mean age, 68.5 years) investigated whether acute (80 mg) or chronic (80 mg/day for 4 weeks) oral intake of curcumin could improve their ability to cope with the mental stress and change in mood usually associated with undergoing a battery of cognitive tests (97). A significant reduction in mental fatigue and higher levels of calmness and contentedness following cognitive test sessions were observed in individuals who consumed curcumin (either acutely or chronically) compared to the placebo group. Another randomized controlled trial also reported that oral curcumin supplementation (1.5 g/day) for six months improved endothelial function, insulin sensitivity, and metabolic markers associated with atherogenesis (plasma triglycerides, visceral fat, total body fat) in participants with type 2 diabetes (73). Finally, in a two-month randomized, double-blind, placebo-controlled study in 40 individuals with type 2 diabetic nephropathy (kidney disease), daily curcumin ingestion (66.3 mg) significantly reduced urinary concentrations of proteins and inflammation markers (TGF-β, IL-8), suggesting that curcumin might be helpful with slowing the progression of kidney damage and preventing kidney failure (74). In addition, curcumin supplementation was shown to reduce insulin resistance and improve measures of pancreatic β-cell function and glucose tolerance. In an eight-week, randomized, placebo-controlled study in 67 individuals with type 2 diabetes, oral curcumin (a mixture of all three major curcuminoids; 0.6 g/day) failed to significantly lower the level of glycated hemoglobin A1c (HbA1c; a measure of glycemic control), plasma fasting glucose, total serum cholesterol, LDL-cholesterol, and serum triglycerides (72).",https://lpi.oregonstate.edu/mic/dietary-factors/phytochemicals/curcumin,SUPPORTS
"In an Australian study where they gave curcumin in pill form to 80 older individuals, they found that compared to placebo, taking curcumin in pill form improved working memory and reduced fatigue.","The effects of curcuminoids on triglycerides, non-HDL-C, total cholesterol, and Lp(a) remained significant after adjustment for baseline values of lipids and body mass index [54]. From the same study, the authors also reported markers of oxidative stress. There was a significant improvement in serum SOD activities (p < 0.001) and reduced MDA (p < 0.001) and C-reactive protein (CRP) (p < 0.001) concentrations in the group receiving the curcumin with piperine compared to the placebo group. One hour after administration, curcumin significantly improved performance on sustained attention and working memory tasks, compared with the placebo. Working memory and mood (general fatigue and change in state calmness, contentedness, and fatigue induced by psychological stress) were significantly better following chronic treatment. A significant acute-on-chronic treatment effect on alertness and contentedness was also observed. Curcumin was associated with significantly reduced total and LDL cholesterol [59]. Another study examined whether supplementation with curcumin and Boswellia serrata (BSE) gum resin for three months could affect plasma levels of markers of oxidative stress, inflammation, and glycation in 47 male healthy master cyclists. The curcumin formulation was 400 mg, approximately 80 mg curcumin in a solid lipid formulation with the remaining weight comprised of commonly used pharmaceutical excipients and small amounts of other curcuminoids present in turmeric extract. One hour after administration, curcumin significantly improved performance on sustained attention and working memory tasks, compared with the placebo. Working memory and mood (general fatigue and change in state calmness, contentedness, and fatigue induced by psychological stress) were significantly better following chronic treatment.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5664031/,SUPPORTS
"In an Australian study where they gave curcumin in pill form to 80 older individuals, they found that compared to placebo, taking curcumin in pill form improved working memory and reduced fatigue.","We have previously reported that short term (4-weeks) administration of a highly bioavailable curcumin preparation (Longvida©) improved working memory and reduced fatigue and stress reactivity in a healthy older cohort. The present trial (ACTRN12616000484448) was a partial replication study, evaluating similar effects at 4 and 12-weeks Longvida© supplementation. A double-blind, placebo-controlled, parallel-groups trial was conducted. Eighty participants aged 50-80 years (mean = 68.1, SD = 6.34) were randomised to receive Longvida© (400 mg daily containing 80 mg curcumin) or a matching placebo. Assessment took place at baseline then following 4 and 12 weeks treatment. Outcome measures included cognitive performance, mood and biomarkers. Compared with placebo, curcumin was associated with several significant effects. These included better working memory performance at 12-weeks (Serial Threes, Serial Sevens and performance on a virtual Morris Water Maze), and lower fatigue scores on the Profile of Mood States (POMS) at both 4 and 12-weeks, and of tension, anger, confusion and total mood disturbance at 4-weeks only. Evaluation of Cognitive Performance following Fish-Oil and Curcumin Supplementation in Middle-Aged and Older Adults with Overweight or Obesity. Kuszewski JC, Howe PRC, Wong RHX. Kuszewski JC, et al. J Nutr. 2020 Dec 10;150(12):3190-3199. doi: 10.1093/jn/nxaa299. J Nutr. 2020. PMID: 33097947 Clinical Trial. The effects of six months Persicaria minor extract supplement among older adults with mild cognitive impairment: a double-blinded, randomized, and placebo-controlled trial.",https://pubmed.ncbi.nlm.nih.gov/32512782/,SUPPORTS
"In an Australian study where they gave curcumin in pill form to 80 older individuals, they found that compared to placebo, taking curcumin in pill form improved working memory and reduced fatigue.","Working memory and mood were significantly better following four weeks of treatment. Finally, curcumin was associated with significantly reduced cholesterol. Australian researchers in 2016 in a randomized, double-blind, placebo-controlled study conducted for 12 months, found that the bioavailable curcumin group (500 mg BiocurcumaxTM capsule three times a day) maintained general cognitive function over six months. This was a randomized, double-blind, placebo-controlled study with a duration of 18-months. Participants were middle-aged and older (between 50 and 90 years) non-demented adults. The bioavailable form of curcumin was Theracurmin dispersed with colloidal nanoparticles. The study sought to determine the effects of curcumin on memory performance and to explore its potential impact on neurodegeneration. The curcumin group received Theracurmin (containing 90 mg of curcumin) twice daily (i.e., 180 mg curcumin/day). The placebo group received an identical looking pill. To test the memory effects of curcumin, they used the Consistent Long Term Retrieval score and the Total Recall score from the Buschke SRT as primary outcome measures after 6, 12, and 18 months of treatment.",https://ebrainhealth.wordpress.com/2018/01/25/eat-curry-avoid-alzheimers-ucla-study-of-curcumin-shows-improved-memory-and-reduced-brain-pathology/,SUPPORTS
"In an Australian study where they gave curcumin in pill form to 80 older individuals, they found that compared to placebo, taking curcumin in pill form improved working memory and reduced fatigue.","Our placebo-controlled, double-blind study examined the effects of 80mg of the lipid-conjugated curcumin in a cohort of healthy older people. For full transparency, note the study was funded by a grant from the company that makes the extract – though it had no input into the design, interpretation or publication of the study. There are already some promising results from studies of curcumin in healthy people. For example, one study in healthy middle-aged volunteers showed that taking 80mg of curcumin a day for four weeks reduced markers of inflammation and oxidative stress. These are implicated in a number of disease processes, including those observed in cardiovascular disorders, diabetes and dementia, among others. These are early results from a single trial but are encouraging and merit further exploration. We are conducting a replication study, which includes additional measures such as brain imaging to try to better understand the effects of curcumin as a cognitive and mood enhancer.",https://theconversation.com/mellow-yellow-the-mood-and-cognitive-effects-of-curcumin-from-turmeric-63829,REFUTES
One way curcumin in pill form might be working is by reducing inflammation.,"Curcumin is a natural anti-inflammatory agent that has been used for treating medical conditions for many years. Several experimental and pharmacologic trials have demonstrated its efficacy in the role as an anti-inflammatory agent. Curcumin has been shown to be effective in treating chronic conditions like rheumatoid arthritis, inflammatory bowel disease, Alzheimer's and common malignancies like colon, stomach, lung, breast, and skin cancers. Curcumin has been shown to be effective in treating chronic conditions like rheumatoid arthritis, inflammatory bowel disease, Alzheimer's and common malignancies like colon, stomach, lung, breast, and skin cancers. As treatments in medicine become more and more complex, the answer may be something simpler. This is a review article written with the objective to systematically analyze the wealth of information regarding the medical use of curcumin, the “curry spice”, and to understand the existent gaps which have prevented its widespread application in the medical community.",https://www.sciencedirect.com/science/article/pii/S2225411016302528,SUPPORTS
One way curcumin in pill form might be working is by reducing inflammation.,"As inflammation is linked to tumor growth, anti-inflammatory compounds such as curcumin may play a role in the treatment and prevention of a variety of cancer types, including colorectal, pancreatic, prostate, breast, and gastric cancers. Because chronic inflammation contributes to many chronic diseases, curcumin may help treat conditions like inflammatory bowel disease, pancreatitis, and arthritis. [5] We’ll get into some of those specific benefits later. ... A study shows that curcumin may improve endothelial function, or the health of the thin membrane that covers the inside of the heart and blood vessels. This membrane plays a key role in regulating blood pressure. Thanks to its potent anti-inflammatory properties, curcumin may be a safe and effective long-term treatment option for people with osteoarthritis (OA). At least, that was the conclusion of the authors of a review of the clinical use of curcumin for the treatment of osteoarthritis.",https://www.everydayhealth.com/diet-nutrition/diet/scientific-health-benefits-turmeric-curcumin/,SUPPORTS
One way curcumin in pill form might be working is by reducing inflammation.,"Preliminary evidence suggests that curcumin might be useful as an add-on therapy to control disease activity. One multicenter, randomized, double-blind, placebo-controlled study has examined the efficacy of curcumin enema (2 g/day) in the prevention of relapse in 82 patients with quiescent UC (88). There is currently no substantial evidence showing that curcumin may improve cognitive performance in older adults with or without cognitive impairments. Yet, some preclinical studies have found curcumin prevented or reversed certain pathological features of Alzheimer’s disease (AD). A number of clinical trials designed to assess whether curcumin might help prevent or treat AD are under way. Finally, in a two-month randomized, double-blind, placebo-controlled study in 40 individuals with type 2 diabetic nephropathy (kidney disease), daily curcumin ingestion (66.3 mg) significantly reduced urinary concentrations of proteins and inflammation markers (TGF-β, IL-8), suggesting that curcumin might be helpful with slowing the progression of kidney damage and preventing kidney failure (74). Larger trials are needed to assess whether curcumin could be useful in the prevention or management of type 2 diabetes and vascular complications. The ability of curcumin to regulate a variety of signaling pathways involved in cell growth, apoptosis, invasion, metastasis, and angiogenesis in preclinical studies elicited scientific interest in its potential as an anticancer agent in tumor therapy (75).",https://lpi.oregonstate.edu/mic/dietary-factors/phytochemicals/curcumin,SUPPORTS
One way curcumin in pill form might be working is by reducing inflammation.,"Therefore, we need to make it clear that inflammation plays an important role in the occurrence and development of disease, and compounds with anti-inflammatory effects are the direction to look for therapeutic drugs. The significant anti-inflammatory activity of curcumin has attracted a lot of researchers’ interests and is considered to be one of the natural compounds with the greatest potential in the treatment of diseases. Theracurmin can be dissolved in water, greatly improving the bioavailability of Theracurmin.166 Compared with curcumin, Theracurmin can significantly inhibit NF-κB transcriptional activity, and then regulate the expression of pro-inflammatory factors to play an anti-inflammatory role.167 Currently, Theracurmin is used as a dietary supplement to inhibit alcoholism and protect the liver, which is manifested by a reduction in acetaldehyde concentration in the blood166 and is often used as a hangover agent. Current studies suggest that the interaction between autophagy, inflammation and gut microbiota affects the disease course of IBD together.41–43 Curcumin is derived from natural products, with high safety, has the capacity for anti-inflammatory, antioxidant, and regulating autophagy and gut microbiota.44,45 The regulatory relationship among gut microbiota, inflammation and autophagy, as well as their roles in the occurrence and development of IBD, is a new direction to reveal the pathological mechanism of IBD and to search for therapeutic drug targets. Curcumin is a safe and effective adjuvant agent in the treatment of IBD.36,38,46 In patients with IBD, curcumin has a beneficial effect on clinical symptoms, endoscopic relief, reduction of oxidative stress or inflammatory markers.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8572027/,SUPPORTS
"In a recent Japanese study where overweight but otherwise healthy participants were randomly allocated to placebo or curcumin extract, they found those taking curcumin extract had lower levels of an inflammatory marker in the blood called C-reactive protein.","Researchers from House Wellness​ Foods Corp, Japan, conducted a 12-week randomized, double-blind, placebo-controlled study to investigate the effect of CLE on chronic inflammation and postprandial hyperglycemia in middle-aged and elderly participants with overweight and glycemia in the normal/prediabetes range. For the in vivo​ study, a total of 110 overweight participants (body mass index ≥ 23 and <30 kg/m2​), between the age of 40 and 69 years, with normal or prediabetic glycemic index, were equally and randomly assigned to CLE or placebo groups. Participants took two CLE or placebo capsules per day for 12 weeks. Subsequently, the impact of CLE on chronic inflammation and postprandial hyperglycemia were assessed.",https://www.nutraingredients.com/Article/2024/02/07/turmeric-may-improve-blood-sugar-levels-in-overweight-individuals,REFUTES
"And as we'll discover in a moment, it appears turmeric can also relieve pain.","Other areas of investigation include curcumin’s effect on Crohn’s disease, certain cancers, depression, diabetes, joint pain and irritable bowel syndrome. There are various studies looking at the benefits of turmeric, including several that showed turmeric to be just as effective as ibuprofen for reducing inflammation, swelling and pain. There are various studies looking at the benefits of turmeric, including several that showed turmeric to be just as effective as ibuprofen for reducing inflammation, swelling and pain. However, more research is necessary to confirm these effects. Although there are supplements available, the data is not conclusive and supplements are not regulated. Additionally, like many plants, it is not just one component that may have beneficial effect. Noncurcumin compounds, such as turmerin, turmerone, elemene, furanodiene, curdione, bisacurone, cyclocurcumin, calebin A and germacrone, also have been shown in animals to possess anti-inflammatory properties. Turmeric's main active component — curcumin — is what gives the spice its yellow color. Curcumin has anti-inflammatory properties, making it a potential treatment for a number of health conditions, including pain, asthma and decreased movement in people with osteoarthritis.",https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-q-and-a-turmeric-for-healthier-diet-pain-relief/,SUPPORTS
"And as we'll discover in a moment, it appears turmeric can also relieve pain.","These include chronic pain and inflammation. Western medicine has begun to study turmeric as a pain reliever and healing agent. This article explores the nutritional content of turmeric, how it might benefit health, as well as some of its negative side effects. It appears that there are health benefits to including turmeric in your diet. The golden spice supports immune health, helps relieve pain, and can aid in digestion, among other things. But because of some of its side effects, turmeric may not be worth taking for some people. Turmeric is a member of the ginger family. It is commonly used as a spice, but it is also known for its medicinal purposes. It is thought to benefit heart and brain health, and it may help protect against cancer, among others. Find out more about turmeric, why is is useful, and how to incorporate it into the diet.",https://www.medicalnewstoday.com/articles/306981,SUPPORTS
"And as we'll discover in a moment, it appears turmeric can also relieve pain.","The findings of this current study,﻿﻿ as well as others,﻿﻿ suggest that consistent intake of turmeric (specifically curcumin) in clinical doses may result in pain relief with minimal side effects in most populations. However, most of the studies conducted on the link between turmeric and pain relief are small in sample size, and more research is needed. Along with its sample size, this most recent study design only had a short time for follow-up with patients and was conducted in a single research center. However, most of the studies conducted on the link between turmeric and pain relief are small in sample size, and more research is needed. Along with its sample size, this most recent study design only had a short time for follow-up with patients and was conducted in a single research center. Additionally, funding was provided by a company that produces turmeric-containing products. Turmeric May Be a Solution For Osteoarthritis Knee Pain, Study Finds · “While the sample size in this study was a bit small, I do not see a downside with adding turmeric into one’s diet,” Brittany Scanniello, RD, a Colorado-based registered dietitian, tells Verywell.  · If you suffer from pain associated with osteoarthritis of the knee, taking turmeric supplements daily may provide some relief.",https://www.verywellhealth.com/turmeric-for-pain-relief-can-it-help-4173236,SUPPORTS
"And as we'll discover in a moment, it appears turmeric can also relieve pain.","Because of turmeric's ability to reduce inflammation, researchers have wondered if it may help relieve osteoarthritis pain. One study found that people using an Ayurvedic formula of herbs and minerals with turmeric, winter cherry (Withinia somnifera), boswellia (Boswellia serrata), and zinc had less pain and disability. One study found that people using an Ayurvedic formula of herbs and minerals with turmeric, winter cherry (Withinia somnifera), boswellia (Boswellia serrata), and zinc had less pain and disability. But it's impossible to know whether turmeric, one of the other supplements, or all of them together, was responsible for the effects. Early studies suggested that turmeric may help prevent atherosclerosis, the buildup of plaque that can block arteries and lead to heart attack or stroke. In animal studies, an extract of turmeric lowered cholesterol levels and kept LDL (bad) cholesterol from building up in blood vessels. White B, Judkins DZ. Clinical Inquiry. Does turmeric relieve inflammatory conditions? J Fam Pract. 2011;60(3):155-156. Review.",https://www.mountsinai.org/health-library/herb/turmeric,SUPPORTS
"And as we'll discover in a moment, it appears turmeric can also relieve pain.","Ayurvedic medicine, a traditional Indian system of treatment, recommends turmeric for a variety of health conditions. These include chronic pain and inflammation. Western medicine has begun to study turmeric as a pain reliever and healing agent. Keep reading to find out more about how turmeric might benefit your health, as well as some of its negative side effects. We do the research so you can find trusted products for your health and wellness. Read more about our vetting process. ... Turmeric contains curcumin, an ingredient with medicinal benefits. People use it to help relieve pain, reduce inflammation, and promote healing. It appears that there are health benefits to including turmeric in your diet. The golden spice supports immune health, helps relieve pain, and can aid in digestion, among other things. But because of some of its side effects, turmeric may not be worth taking for some people.",https://www.medicalnewstoday.com/articles/318405,SUPPORTS
"Turmeric has been used for centuries in Ayurvedic medicine, that is a traditional Indian medicine, as well as traditional Chinese medicine.","Surprisingly, turmeric has many uses beyond the kitchen, including as a skincare ingredient. The role of turmeric in skincare is the focus of this discussion, although this orange-golden-colored spice has been central to the centuries-old practice of Indian healing, traditional Chinese medicine, the Unani system of South Asia, and numerous other health approaches, touted as a cure for everything from arthritis to digestive disorders to liver and urinary ailments to wound healing. Turmeric is also used as a nutritional supplement, but consulting your doctor is highly recommended because regular ingestion may not be right for you. Fortunately, experts do agree on the skincare benefits of turmeric in topical applications. In fact, research indicates that the skin-friendly substances contained in turmeric have been part of Ayurvedic tradition for 4,000 years. That the use of turmeric (pronounced TURR-murr-ick) goes back millennia is well documented by archeological finds in Indian temples and Israeli tombs dating between 2600 and 2200 BCE. Medical texts written in the 7th century BCE and found in the ruins of Nineveh (near present-day Mosul in northern Iraq) mention turmeric. Carried along trade routes throughout the known world, in medieval Europe turmeric was known as Indian saffron and used along with lavender, rosemary, and chamomile to formulate skincare masks for royalty and the highborn.",https://www.nw-derm.com/skincare-benefits-of-turmeric/,SUPPORTS
"Turmeric has been used for centuries in Ayurvedic medicine, that is a traditional Indian medicine, as well as traditional Chinese medicine.","For centuries has been an important ingredient in Traditional Chinese Medicine, Ayurvedic In folk medicine, turmeric has been used in well as against",https://www.tandfonline.com/doi/full/10.1080/09064710.2019.1606930,REFUTES
"Turmeric has been used for centuries in Ayurvedic medicine, that is a traditional Indian medicine, as well as traditional Chinese medicine.","Turmeric, or Curcuma longa, is one of the most well-known, widely researched, and commonly used Ayurvedic spices in the world. This golden wonder is used in cooking, as a dietary supplement with numerous health benefits, and even topically for beauty treatments. No curry is complete without the unique and delicious flavor of turmeric, and there’s hardly a system in the body that isn’t supported by the healing benefits of this powerful root. And every traditional Indian bride is layered in turmeric paste before her wedding to create a special glow. For centuries, traditional systems like Ayurveda have used turmeric, both fresh and as a dried spice powder, to promote health. In recent years, researchers have promoted the idea that the active ingredient that provides benefit is curcumin. Of special interest when it comes to modern research on turmeric is whether it’s best to take turmeric in its whole herb form, or a supplement that consists solely of the active ingredient, curcumin, extracted from the whole herb. For centuries, traditional systems like Ayurveda have used turmeric, both fresh and as a dried spice powder, to promote health.",https://www.banyanbotanicals.com/info/plants/ayurvedic-herbs/turmeric/,SUPPORTS
"Turmeric has been used for centuries in Ayurvedic medicine, that is a traditional Indian medicine, as well as traditional Chinese medicine.","Turmeric, though, is nothing new—especially not to the South Asian and Middle Eastern communities. As a spice, turmeric is a staple of Indian cuisine, and it’s used as a dye in both foods and fabrics. Ayurvedic healers have also been using turmeric as a medicinal plant for at least 2,500 years. Turmeric began to emerge as an important medicine in Ayurvedic healing around 500 B.C. The spice was most commonly used to purify the blood and skin, but it was also used to treat conditions as diverse as epilepsy, diarrhea, and urinary infections. Ayurveda is a traditional healing system that’s still practiced widely throughout India today. Its name is derived from the Sanskrit words for life (“ayur”) and knowledge (“veda”). According to Ayurveda, the system has three doshas, or energies, corresponding with human physiological systems. Turmeric was also used in Ayurvedic beauty routines. For centuries, Indian brides owed their glowing complexions on their wedding days to the use of a traditional Ayurveda turmeric facial mask. Many of these routines—both medicinal and topical—are still practiced in India.",https://www.india.com/food/beyond-the-trend-a-brief-history-of-turmeric-in-ayurvedic-practice-1364258/,SUPPORTS
"Turmeric has been used for centuries in Ayurvedic medicine, that is a traditional Indian medicine, as well as traditional Chinese medicine.","Although long used in Ayurvedic medicine, there is no high-quality clinical evidence that consuming turmeric or curcumin is effective for treating any",https://en.wikipedia.org/?curid=29973,REFUTES
So turmeric has been mainly known as an anti-inflammatory agent.,"Because the actions of turmeric and its components in people are complex and not well understood, no clear conclusions have been reached about whether these substances have benefits for health conditions. NCCIH is funding research to determine whether and how curcuminoids may be converted in bone tissue into substances that may have effects on bone diseases. Turmeric and conventionally formulated curcumin products are probably safe when taken orally or applied to the skin in the recommended amounts. U.S. Department of Health and Human Services ... Turmeric, a plant in the ginger family, is native to Southeast Asia and is grown commercially in that region, primarily in India. Its rhizome (underground stem) is used as a culinary spice and traditional medicine. Little is known about whether it’s safe to use turmeric in amounts greater than those commonly found in food while breastfeeding. Take charge of your health—talk with your health care providers about any complementary health approaches you use. Together, you can make shared, well-informed decisions.",https://www.nccih.nih.gov/health/turmeric,REFUTES
So turmeric has been mainly known as an anti-inflammatory agent.,"But, when it comes to using turmeric as an anti-inflammatory, UnityPoint Health Dietitian Krista Kohls, RDN, CD, explains what you should keep in mind before you hop on the turmeric train.  · Turmeric is a spice that comes from the root of the turmeric plant. While it’s related to ginger, Kohls describes turmeric as having a warm, pungent and bitter taste. “Curcumin, a substance in turmeric, may help reduce inflammation in the body, so it’s been sold widely as a supplement,” Kohls says. A relatively new health trend, this spice is praised for its ability to reduce inflammation. But, when it comes to using turmeric as an anti-inflammatory, UnityPoint Health Dietitian Krista Kohls, RDN, CD, explains what you should keep in mind before you hop on the turmeric train. She advises talking with your provider before taking a turmeric supplement, especially if you have pre-existing conditions (such as gallbladder problems, diabetes, certain types of cancers, etc.), as there have been reports of warnings. Supplements may also interfere with some medications. “With more chronic diseases being linked to inflammation, anything quoted as possibly anti-inflammatory seems to be getting a lot of attention. It seems our society is always looking for the next magical pill, but unfortunately we'll be looking forever,” Kohls says. While turmeric supplements should be approached with caution, naturally adding turmeric in spice form to your diet doesn’t carry the risk, and instead, is based on your taste preference.",https://www.unitypoint.org/news-and-articles/using-turmeric-as-anti-inflammatory,SUPPORTS
So turmeric has been mainly known as an anti-inflammatory agent.,"Turmeric contains an active compound called curcumin, which is the source of its antioxidant and anti-inflammatory properties. These days it's just at home in the health food aisles as it is in cafes (turmeric latte, anyone?) — and that's because of turmeric's anti-inflammatory properties and potential health benefits. Turmeric was once known as 'the poor man's saffron': an earthy-tasting spice good for adding golden colour to food and drinks.",https://www.abc.net.au/everyday/ways-to-eat-and-drink-turmeric/11260586,SUPPORTS
So turmeric has been mainly known as an anti-inflammatory agent.,"In India and other parts of Asia, you'll find it in curries also. But turmeric is used to treat many health conditions. It's thought to have anti-inflammatory or antioxidant properties. Some people think it can help ward off cancer, too. In the U.S., turmeric is best known as a spice. You might hear people say it in two ways: tur-mer-ik or too-mer-ik. It's one of the main ingredients in yellow curry powder. It also gives some mustards a more vibrant yellow color. Turmeric comes from the roots of a plant that is native to Asia. For centuries, this ancient spice has been popular in condiments, cooking, and fabric dyes. But turmeric has been used for medicinal purposes for nearly 4,000 years. In traditional Indian Ayurvedic medicine, it’s long been a treatment for health issues like skin conditions, allergies, and joint pain.",https://www.webmd.com/diet/supplement-guide-turmeric,SUPPORTS
So turmeric has been mainly known as an anti-inflammatory agent.,"It's also been used as medicine in places like India for centuries to treat issues such as breathing problems. Lately, turmeric has been touted as a super food that can fight cancer, ease depression, and more. Find out what turmeric can -- and can't -- do for your health. Several compounds in turmeric may support your health. The most well-known of these is curcumin. Scientists are excited about curcumin's potential to ease depression and help antidepressants work better. But so far, research results have been mixed. Turmeric is also being studied as a treatment for diseases like Crohn's and ulcerative colitis. ... Since its relative ginger is a well-known natural headache remedy, it's no surprise that turmeric gets recommended as a headache treatment, too -- especially for migraines.",https://www.webmd.com/diet/ss/slideshow-turmeric,REFUTES
And Dr Benny Antony from the Menzies Institute of Medical Research at the University of Tasmania in Australia found that the participants who were taking the turmeric extract had relief in pain compared to placebo group.,"Researchers found that an extract of the spice turmeric worked better than a placebo in easing pain from knee arthritis over three months. The treatment was not a home run -- but the pain relief was a bit better than past studies have found with standard medication. ... It all suggests that turmeric ""can be considered an option"" for knee osteoarthritis, said senior researcher Dr. Benny Antony, of the Menzies Institute for Medical Research/University of Tasmania in Australia. Curcumin is a substance in turmeric, and the beneficial activities of turmeric are often ascribed to it. Supplement maker Natural Remedies supplied the capsules for the trial and partially funded it. ... After 12 weeks, the researchers found, participants using the extract reported greater improvement in their pain, versus the placebo group. The average benefit was ""modest,"" according to Antony, but still better than past studies have found with pain medications.",https://www.upi.com/Health_News/2020/09/15/Turmeric-may-ease-pain-of-arthritis-clinical-trial-suggests/6501600121571/,SUPPORTS
And Dr Benny Antony from the Menzies Institute of Medical Research at the University of Tasmania in Australia found that the participants who were taking the turmeric extract had relief in pain compared to placebo group.,"Turmeric may help reduce pain in arthritic knees, according to a new study from the University of Tasmania’s Menzies Institute for Medical Research. The researchers found patients with knee osteoarthritis who took the extract of Curcuma longa, a plant also known as turmeric, had less knee pain than those who took a placebo after 12 weeks, with no adverse events, according to the published report in the journal Annals of Internal Medicine. The team of researchers also discovered in the randomized, double-blind, placebo-controlled study that the turmeric did not change the structural aspects of the osteoarthritis, cartilage composition, or swelling in the knee, the study's news release said. Turmeric may help reduce pain in arthritic knees, according to a new study from the University of Tasmania’s Menzies Institute for Medical Research. (iStock) Dr. Benny Eathakkattu Antony, the senior author of the report, said in a press release that despite the large numbers of the population that suffer from osteoarthritis, ""common treatments, such as paracetamol and nonsteroidal anti-inflammatory drugs have only mild to moderate effects and can have adverse side effects.",https://www.foxnews.com/health/turmeric-osteoarthritis-knee-pain-study,SUPPORTS
And Dr Benny Antony from the Menzies Institute of Medical Research at the University of Tasmania in Australia found that the participants who were taking the turmeric extract had relief in pain compared to placebo group.,"Researchers found that an extract of the spice turmeric worked better than a placebo in easing pain from knee arthritis over three months. The treatment was not a home run -- but the pain relief was a bit better than past studies have found with standard medication. It all suggests that turmeric ""can be considered an option"" for knee osteoarthritis, said senior researcher Dr. Benny Antony, of the Menzies Institute for Medical Research/University of Tasmania in Australia. SOURCES: Benny Antony, MD, PhD, senior research fellow, Menzies Institute for Medical Research, University of Tasmania, Hobart, Australia; Houman Danesh, MD, associate professor, anesthesiology, perioperative and pain medicine, Icahn School of Medicine at Mount Sinai, and director, integrative pain management, Mount Sinai Hospital, New York City; Annals of Internal Medicine, Sept.",https://www.lowellgeneral.org/health-and-wellness/health-library/is-arthritis-pain-relief-as-close-as-your-spice-rack,SUPPORTS
