check_worthy_claim,evidence_snippet,article_url,stance
"oxidised LDL cholesterol can cause your arteries to become thicker and to stiffen, reducing just how much blood can actually get through your arteries, which can lead to atherosclerosis, which is the first step towards heart disease and strokes.","Since low-density lipoprotein, or LDL, cholesterol entry into the artery wall drives the development of atherosclerosis, or hardening of the arteries, and atherosclerosis leads to heart attacks and strokes, future treatments preventing the process may help decrease the occurrence of these life-threatening conditions, said Dr. Philip Shaul, senior author of the study published online today in Nature. Cardiovascular disease is the No. 1 cause of death worldwide, and coronary artery disease (which underlies heart attacks) and strokes account for over 60% of cardiovascular deaths in the U.S., according to recent statistics from the American Heart Association (AHA). UT Southwestern researchers have determined how circulating ""bad cholesterol"" enters artery walls to cause the plaque that narrows the blood vessels and leads to heart attacks and strokes. Since low-density lipoprotein, or LDL, cholesterol entry into the artery wall drives the development of atherosclerosis, or hardening of the arteries, and atherosclerosis leads to heart attacks and strokes, future treatments preventing the process may help decrease the occurrence of these life-threatening conditions, said Dr. Plaques that rupture can activate blood clotting and block blood flow to the brain or heart, resulting in a stroke or heart attack. In studies of mice with elevated cholesterol, the investigators determined that deleting SR-B1 from the endothelial cells lining blood vessels resulted in far less LDL entering the artery wall, fewer foam cells formed, and atherosclerotic plaques that were considerably smaller. ""At the start of this work it was surprisingly unknown how LDL enters the artery wall to cause cardiovascular disease,"" said Dr.",https://www.sciencedaily.com/releases/2019/04/190424153655.htm,SUPPORTS
"oxidised LDL cholesterol can cause your arteries to become thicker and to stiffen, reducing just how much blood can actually get through your arteries, which can lead to atherosclerosis, which is the first step towards heart disease and strokes.","LDL cholesterol has a reputation for being the “bad cholesterol.” This is because excess LDL cholesterol contributes to plaque buildup (atherosclerosis) in your arteries. This plaque buildup may lead to: Coronary artery disease (CAD). Cerebrovascular disease. Peripheral artery disease (PAD). Aortic aneurysm. This is why healthcare providers encourage you to have a healthy level of LDL cholesterol. This plaque buildup may lead to: Coronary artery disease (CAD). Cerebrovascular disease. Peripheral artery disease (PAD). Aortic aneurysm. This is why healthcare providers encourage you to have a healthy level of LDL cholesterol. Most adults should keep their LDL cholesterol below 100 milligrams per deciliter (mg/dL). If you have a history of atherosclerosis, your LDL should be below 70 mg/dL. If you have a history of atherosclerosis, your LDL should be below 70 mg/dL. Some people need even stricter management if they have a strong history of coronary artery disease. Healthcare providers use the following categories to describe your LDL cholesterol level: An LDL level above 100 mg/dL raises your risk of cardiovascular disease. Healthcare providers check your cholesterol levels through a simple blood test called a lipid panel.",https://my.clevelandclinic.org/health/articles/16866-cholesterol-guidelines--heart-health,SUPPORTS
"oxidised LDL cholesterol can cause your arteries to become thicker and to stiffen, reducing just how much blood can actually get through your arteries, which can lead to atherosclerosis, which is the first step towards heart disease and strokes.","LDL carries cholesterol to the parts of your body that need it. It’s sometimes referred to as “bad cholesterol” because if you have too much of it in your bloodstream, it can cling to the walls of your arteries, eventually clogging them. Narrowed or blocked arteries can prevent blood from reaching your heart, brain, or other organs. This can lead to stroke, heart attack, or even heart failure. Narrowed or blocked arteries can prevent blood from reaching your heart, brain, or other organs. This can lead to stroke, heart attack, or even heart failure. Your liver produces all the cholesterol you need. But you can also get a lot of cholesterol from food. In general, high levels of HDL and low levels of LDL help reduce the risk of heart disease. An eight-week study published in 2016 stated that elevated LDL is an established risk factor for heart disease and that dietary fatty acids play a significant role in the development of heart disease. The researchers found that making minor dietary changes (in this case, replacing a few regularly eaten foods with better fat-quality alternatives) reduced cholesterol and could potentially reduce future risk of heart disease.",https://www.healthline.com/health/cholesterol-and-heart-disease,SUPPORTS
"oxidised LDL cholesterol can cause your arteries to become thicker and to stiffen, reducing just how much blood can actually get through your arteries, which can lead to atherosclerosis, which is the first step towards heart disease and strokes.","Your immune system may mistake oxidized cholesterol for bacteria. Your immune system then tries to fight it off, which can cause inflammation inside of the arterial wall. This can lead to atherosclerosis or heart disease. There are three main ways oxidized cholesterol builds up in your bloodstream: Strokes occur when a clot blocks any of the arteries that lead to the brain. If an artery leading to your heart is blocked, you can have a heart attack. There are two types of cholesterol: high-density lipoprotein (HDL), also referred to as good cholesterol, and low-density lipoprotein (LDL), also referred to as bad cholesterol. If you have a buildup of cholesterol in your bloodstream, it can form a substance called plaque in between layers of your artery walls. The buildup makes it harder for your heart to keep the blood circulating. If the plaque breaks apart, it can lead to blood clots. Strokes occur when a clot blocks any of the arteries that lead to the brain.",https://www.healthline.com/health/heart-disease/oxidized-cholesterol-what-you-should-know,SUPPORTS
And there's a number of different ones that have found that people who eat various types of nuts see a drop in the levels of oxidised LDL cholesterol by up to about 30%.,there are several different ones that have found that people who eat various types of nuts see a drop in the levels of these oxidized bad LDL by,https://zoe.com/learn/podcast-nuts,REFUTES
And there's a number of different ones that have found that people who eat various types of nuts see a drop in the levels of oxidised LDL cholesterol by up to about 30%.,"Nuts are high in protein and fat, but the amounts of polyunsaturated, monounsaturated and saturated fat vary. In a review of 25 intervention trials, eating approximately 67g of nuts a day (about half a cup) led to a 5.1% reduction in total cholesterol and 7.4% for LDL. In our study, we found people were able to make a number of smaller changes across a range of the foods that lower blood cholesterol levels, including increasing nuts, soy foods and plant sterols. The results of 26 randomised control trials (the gold standard of research trials), which included 1,037 people who had either normal or high cholesterol levels, were added together. The data showed LDL cholesterol was reduced by 5% in response to eating 130 grams of pulses per day. This is equivalent to one small can or about a third of a 400 gram (large) can of baked beans.",https://theconversation.com/got-high-cholesterol-here-are-five-foods-to-eat-and-avoid-63941,REFUTES
And there's a number of different ones that have found that people who eat various types of nuts see a drop in the levels of oxidised LDL cholesterol by up to about 30%.,"For instance in one small study, 17 men with high cholesterol ate about 1.5 to 3.5 ounces of macadamia nuts each day. After four weeks, their total cholesterol dropped an average of 3% and their bad LDL cholesterol dropped 7%. The results were published in The Journal of Nutrition in 2003. The researchers found that on average, people who ate the walnuts had an increase in their good HDL cholesterol and a drop of 10% in their bad LDL cholesterol levels. The results were published in the journal Diabetes Care. Walnuts received their own, separate qualified health claim from the FDA in 2004, stating that they may reduce the risk of heart disease. ... Many studies show that almonds have real health benefits too. Like other nuts, they are high in protein, fiber, healthy monounsaturated fats, minerals, and other nutrients. They are also high in vitamin E, an antioxidant. One researcher, David Jenkins MD, has done many studies of the effects of almonds. One 2004 study of 58 adults with diabetes looked at the effects of eating a handful of walnuts each day in addition to a healthy diet. The researchers found that on average, people who ate the walnuts had an increase in their good HDL cholesterol and a drop of 10% in their bad LDL cholesterol levels.",https://www.webmd.com/cholesterol-management/features/nuts-help-lower-bad-cholesterol,REFUTES
And there's a number of different ones that have found that people who eat various types of nuts see a drop in the levels of oxidised LDL cholesterol by up to about 30%.,"Nuts like walnuts, almonds, pecans or pistachios (1/4 cup). Fresh fruit (a small orange or apple) with a handful of nuts. Processed meat, including hot dogs, sausage, bacon and pepperoni.",https://my.clevelandclinic.org/health/articles/16867-cholesterol--nutrition-tlc,REFUTES
And there's a number of different ones that have found that people who eat various types of nuts see a drop in the levels of oxidised LDL cholesterol by up to about 30%.,"For example, in some trials, only the experimental group (the high omega-6 PUFA group) received dietary advice regarding more than just replacing saturated ...",https://lpi.oregonstate.edu/mic/other-nutrients/essential-fatty-acids,REFUTES
"We see with lots of different types of nuts like walnuts, almonds, pistachios, if you eat over a long period of time, a portion of lots of different types of nuts like walnuts, almonds, pistachios a day, you have a reduction in many of these different types of inflammatory measures.",Something went wrong. Wait a moment and try again.,https://www.quora.com/Is-eating-100g-of-mixed-nuts-daily-almond-cashew-peanut-walnut-too-much,REFUTES
"We see with lots of different types of nuts like walnuts, almonds, pistachios, if you eat over a long period of time, a portion of lots of different types of nuts like walnuts, almonds, pistachios a day, you have a reduction in many of these different types of inflammatory measures.",Something went wrong. Wait a moment and try again.,https://www.quora.com/Is-it-bad-for-my-health-if-I-eat-too-many-nuts-a-day,REFUTES
"We see with lots of different types of nuts like walnuts, almonds, pistachios, if you eat over a long period of time, a portion of lots of different types of nuts like walnuts, almonds, pistachios a day, you have a reduction in many of these different types of inflammatory measures.","Nuts contain fat-soluble vitamins (ascorbic acid, B1, B2, B3, B6) and antioxidants such as α-tocopherol (vitamin E), promoting better health, playing an important role against the aging process, improving brain function, and helping consumers to have healthy skin [24,25]. According to studies carried out by several researchers, the existence of vitamin C (ascorbic acid) is an important antioxidant for human colon cells [26,27]. The nut’s nutritional value depends on its chemical composition, and this is the result of the interaction of the cultivar (genotype), meteorological factors such as temperature and radiation, and production practices [28,29,30]. As Table 2 shows, walnuts, almonds, pine nuts, and hazelnuts are especially rich in vitamin E. Almonds, cashews, pistachios, walnuts, and peanuts are abundant sources of B vitamins. Nuts are also rich sources of minerals such as magnesium and potassium (Table 3). In recent years, increased consumption of nuts has been considered good for human health to increase the intake of certain minerals, and they are considered a heart-healthy snacks when eaten in moderation [34]. Nuts are an important food source of minerals such as copper and magnesium. These two minerals may be protective against coronary heart disease. Nuts are also fairly high in potassium, particularly pistachio and cashew nuts (Table 1). Most nuts have a decent amount of zinc and iron, but pine nuts, cashews, and almonds stand above the rest. The proteins involved in nut allergy belong to different families, especially 2S albumins, globulins (legumins and vicilins), non-specific lipid transfer proteins (nsLTP), plant pathogenesis-related proteins (PR-10), profilins and oleosins [18]. Amandin, a legumin-type protein, is the most abundant protein in almonds, while the PR-10 Cor a 1 is the main allergen in hazelnuts, and the legumin Ju r 4 is the prevalent allergen in walnuts. The 2S albumins Car I 1 and Pis v 1 are dominant in pecan nuts and pistachios, respectively.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10000569/,REFUTES
"We see with lots of different types of nuts like walnuts, almonds, pistachios, if you eat over a long period of time, a portion of lots of different types of nuts like walnuts, almonds, pistachios a day, you have a reduction in many of these different types of inflammatory measures.","Moreover, almonds, walnuts, pecans and peanuts were also found to reduce total cholesterol levels. One 2020 study in Nutrition and Metabolic Insights suggests that regularly consuming nuts could lead to a 3.75mg/dL reduction in total cholesterol level and lower heart disease risk. Generally speaking, each nut type offers different amounts and types of nutrients, so eating a variety of nuts is recommended. That said, it's best to enjoy Brazil nuts in smaller portions and more occasionally to avoid selenium intoxication, as noted above. A 2022 review in Food Reviews International noted that healthy individuals and those with elevated lipids levels who consumed 50 to 100 grams of nuts—such as almonds, peanuts, pecans and walnuts—five times a week significantly reduced their LDL (""bad"") cholesterol levels. They also found that eating hazelnuts, pistachios and walnuts may help raise ""good"" HDL cholesterol levels. Research suggests that phytosterols, a group of lipids present in nuts, may be responsible for decreasing LDL levels. The same review noted that pistachios, pine nuts and almonds have the highest content of phytosterols.",https://www.eatingwell.com/article/8027688/are-nuts-good-for-you/,REFUTES
"We see with lots of different types of nuts like walnuts, almonds, pistachios, if you eat over a long period of time, a portion of lots of different types of nuts like walnuts, almonds, pistachios a day, you have a reduction in many of these different types of inflammatory measures.","Nuts may offer numerous health benefits, such as reducing your risk of heart disease and supporting your immune system. Some types of nuts include almonds, pistachios, and walnuts. Nuts are a delicious snack that are crunchy and nutritious. Some types of nuts include almonds, pistachios, and walnuts. Nuts are a delicious snack that are crunchy and nutritious. ... such as supporting healthy body weight and helping to reduce your risk of certain health conditions like heart disease. Nuts have various textures, flavors, and nutrient profiles. They’re great on their own, paired with fruit, or added to dishes like salads, desserts, and grains. Here are 9 nutritious nuts to add to your diet. ... Almonds are popular due to their flavor, impressive nutrient profile, and relatively cheap cost. Almonds are high in several essential nutrients. Eating them regularly may boost heart and gut health. Pistachios — whose name is derived from the Greek word pistákion, which means “the green nut” — have been eaten since ... These vibrant nuts are packed with nutrients but lower in calories and fat than many other nuts. ... 4-month study including 100 people with overweight, one group ate 1.5 ounces (42 grams) of pistachios per day and underwent a group-based behavioral weight loss program, while the other group only participated in the weight loss program.",https://www.healthline.com/nutrition/9-healthy-nuts,REFUTES
We know that nuts improve insulin sensitivity.,"These results suggest that nuts may modulate insulin sensitivity in individuals with MetS (66). On the other hand, no significant differences in HOMA-IR were reported between participants supplemented with nuts (walnuts and cashews) and those who did not receive nuts in a parallel randomized trial (75). A 25.8% reduction in fasting insulin and a 27.6% reduction in HOMA-IR, with a significant between-treatment effect, were found in those individuals who received 30 g of nuts/d and advice on health compared with the control group. These results suggest that nuts may modulate insulin sensitivity in individuals with MetS (66). Nuts may exert beneficial effects on MetS by improving inflammation, oxidative stress, and endothelial function. These mechanisms can modulate insulin sensitivity and secretion and decrease the risk of diabetes, atherogenic dyslipidemia, abdominal obesity, and hypertension (11), which are all components of MetS. The effect of nuts on these mechanisms can be attributed to their healthy nutritional profile and the wide variety of bioactive compounds they contain (Figure 1). MUFAs represent a considerable fraction of the fat in most nuts, and are less susceptible to oxidation than long-chain PUFAs (9, 79).",https://academic.oup.com/ajcn/article/100/suppl_1/399S/4576528,SUPPORTS
We know that nuts improve insulin sensitivity.,"Nuts have a high unsaturated fat content [8,9]. Substitution of carbohydrates or saturated fats (SFA) with unsaturated fats may be responsible for improvements in insulin sensitivity [40,70]. This was supported by an SRMA of 102 RCTs, which showed replacing carbohydrates or SFAs with monounsaturated or polyunsaturated fatty acids (MUFAs or PUFAs, respectively) improved markers of glycemic control, including HbA1c and HOMA-IR [70,71]. It should be noted that evidence involving the study of PUFAs tended to include a combination of these fatty acids, including eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA) along with alpha-linolenic acid (ALA); whereas, the PUFA found in nuts is ALA. Additionally, more studies in individuals with T2D are needed to demonstrate the impact of nuts on glycemic control (e.g., HbA1c, etc.). To determine a possible causal effect, conducting larger and longer RCTs (such as a multicentre RCT) evaluating markers of glycemic control as primary endpoints is needed in order to expand current knowledge to assess the effect of nuts on diabetes prevention in high-risk participants. Acutely, insulin sensitivity analysis testing the effect of nut consumption, such as replacing carbohydrates, using the Bergman Minimal Model of glucose regulation and clamps would aid in increasing the strength of available evidence. These studies showed no impact of nut intake on outcomes related to insulin concentrations after a 75 g OGTT and insulin sensitivity, whereas there were mixed findings for outcomes related to insulin production and HOMA-β cell function, glucose concentrations after a 75 g OGTT, and short-term glucose control [40]. Several other SRMAs of RCTs have been conducted between 2020 and 2022, assessing the effect of a specific nut type and/or the effect of nuts in a specific group of people.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9965730/,SUPPORTS
We know that nuts improve insulin sensitivity.,"Otherwise, the results of epidemiological studies on the effect of nut consumption on insulin resistance, one of the major risk factors for CVD, are less conclusive [20], [21], [22], [23]. Most new research focuses on the protective role of nuts in reducing the risk of type 2 diabetes (T2D) and improving insulin sensitivity in obese patients with diabetes following a weight loss program or in patients with metabolic syndrome [24], [25], [26]. Clearly, more research is needed to determine whether nut consumption is associated with improved insulin sensitivity and blood lipid profiles, especially in apparently healthy young people. Furthermore, no previous studies have examined the effect of different types of nuts on numerous insulin resistance and blood lipid variables in young healthy adults. To address these knowledge gaps, we conducted a cross-sectional study to examine whether the intake of walnuts and other nuts was associated with insulin resistance and blood lipid profile variables in a sample of young healthy adults.",https://www.sciencedirect.com/science/article/abs/pii/S0031938423002573,REFUTES
We know that nuts improve insulin sensitivity.,"Consumption of peanuts or tree nuts significantly decreased HOMA-IR and fasting insulin; there was no effect of nut consumption on HbA1c or fasting glucose. The results suggest that nut consumption may improve insulin sensitivity. In the future, well-designed clinical trials are required to elucidate the mechanisms that account for these observed effects. A recent review suggested the substitution of unsaturated fatty acids for SFAs and carbohydrates may be responsible for the association between nut consumption and improvements in insulin sensitivity (53). The authors suggested increased α-linolenic acid, found in some tree nuts including walnuts (∼9 g/100 g) and pistachios (∼0.3 g/100 g), modifies microRNAs that may play a role in modulating insulin sensitivity. α-Linolenic acid can improve insulin action through induction of insulin-like growth factor 1. In a recent study, supplementation with 57 g pistachios/d for 4 mo modified circulating microRNAs that were correlated with favorable changes in HOMA-IR, insulin, and fasting glucose in participants with prediabetes (54). Similarly, 3 studies reported there was no effect of nuts on measures of insulin sensitivity (30,40,46). Two studies measured fructosamine, a short-term measure of glucose control, and 1 study showed a reduction with pistachio consumption in individuals with type 2 diabetes (40).",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7307437/,SUPPORTS
We know that nuts improve insulin sensitivity.,"However, whether or not frequent consumption of nuts can cause weight gain and impair insulin sensitivity is not fully understood. Review of the available data to date suggests that adding nuts to habitual diets of free-living individuals does not cause weight gain. In fact, nuts have a tendency to lower body weight and fat mass. In the context of calorie-restricted diets, adding nuts produces a more lasting and greater magnitude of weight loss among obese subjects while improving insulin sensitivity. In the context of calorie-restricted diets, adding nuts produces a more lasting and greater magnitude of weight loss among obese subjects while improving insulin sensitivity. Further studies are needed to clarify the effect of long-term (>/= year) consumption of nuts on body weight and their role in altering insulin sensitivity both in normal and type-2 diabetics.",https://pubmed.ncbi.nlm.nih.gov/17125537/,REFUTES
We know that nuts reduce your fasting blood glucose.,"The fatty acid profile and bioactive components in nuts may also influence fasting blood glucose through improvement in insulin sensitivity. However, the direction of the relation is unclear. Nuts may primarily act by improving insulin sensitivity, thus promoting increased glucose uptake and lowering fasting glucose concentrations. Overall consumption of tree nuts or peanuts had a favorable effect on HOMA-IR (WMD: −0.23; 95% CI: −0.40, −0.06; I2 = 51.7%) and fasting insulin (WMD: −0.40 μIU/mL; 95% CI: −0.73, −0.07 μIU/mL; I2 = 49.4%). There was no significant effect of nut consumption on fasting blood glucose (WMD: −0.52 mg/dL; 95% CI: −1.43, 0.38 mg/dL; I2 = 53.4%) or HbA1c (WMD: 0.02%; 95% CI: −0.01%, 0.04%; I2 = 51.0%). Consumption of peanuts or tree nuts significantly decreased HOMA-IR and fasting insulin; there was no effect of nut consumption on HbA1c or fasting glucose. Phosphoinositide 3-kinase is activated after insulin binds to its receptor and, in turn, phosphorylates AKT that stimulates the translocation of glucose transporter 4 and glucose uptake. The fatty acid profile and bioactive components in nuts may also influence fasting blood glucose through improvement in insulin sensitivity.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7307437/,SUPPORTS
We know that nuts reduce your fasting blood glucose.,"However, when the researchers looked at specific types of nuts, they found that eating pistachios was associated with a significant reduction in fasting glucose. Eating nuts was also tied to significantly reduced fasting insulin and insulin resistance, especially in people with prediabetes. No one particular type of nut accounted for this effect. Prediabetes occurs when fasting blood sugar is higher than normal (6.1 – 6.9 millimoles a litre), but not yet high enough to be considered diabetes (7.0 mmol/L or higher). Over all, there was no effect of eating tree nuts or peanuts on fasting blood sugar or hemoglobin A1C. However, when the researchers looked at specific types of nuts, they found that eating pistachios was associated with a significant reduction in fasting glucose. The new research, published this month in the American Journal of Clinical Nutrition, was a review of data pooled from 40 randomized controlled trials that examined nut consumption on blood glucose control in 2,832 people with and without diabetes. The studies looked at all types of nuts: tree nuts (e.g., almonds, Brazil nuts, cashews, hazelnuts, macadamia nuts, pecans, pine nuts, pistachios, walnuts) and peanuts, which botanically speaking are legumes, not tree nuts. Blood tests that were reviewed included fasting blood sugar, hemoglobin A1C (one’s average blood sugar level over the past three months) and fasting insulin.",https://www.theglobeandmail.com/life/health-and-fitness/article-everything-you-need-to-know-about-eating-nuts-and-preventing-diabetes/,SUPPORTS
We know that nuts reduce your fasting blood glucose.,"Some studies have shown improvements in fasting blood sugar and A1c levels (a measure of glucose control over the previous 2 to 3 months) when consuming nuts, most likely because of the healthy fats, fiber, antioxidants, and other plant compounds present in nuts.  · Additionally, consuming fats with a carbohydrate-rich meal slows the absorption of carbohydrates and therefore reduces blood sugar spikes. Buying in bulk, choosing store brands, or opting for less-expensive types of nuts can make regular consumption more feasible. It’s important for people with diabetes to measure how different types of nuts affect their blood sugar levels, as individual responses can vary. Incorporating nuts gradually and monitoring blood glucose can help identify what sort of impact this food has on your blood sugar patterns. Benefits of Nut Consumption on Insulin Resistance and Cardiovascular Risk Factors: Multiple Potential Mechanisms of Actions. Nutrients. 2017. Evaluation of the Effect of Macronutrients Combination on Blood Sugar Levels in Healthy Individuals. Iranian Journal of Public Health. 2021. Impact of Nutrient Type and Sequence on Glucose Tolerance: Physiological Insights and Therapeutic Implications.",https://diabetesstrong.com/nuts-diabetes/,SUPPORTS
We know that nuts reduce your fasting blood glucose.,"A 2017 study following 1,265 adults for over six years found significantly lower fasting glucose levels among people eating at least five servings of nuts per week compared to those consuming less than one serving. Several small studies compared the addition of nuts to high carbohydrate diets and their glucose numbers. They found that glucose numbers after the meals were lower when eating nuts and high-carbohydrate foods than eating high-carbohydrate food alone. Eating nuts can help control blood glucose numbers despite high carbohydrate intake. These markers included lower fasting blood glucose, insulin, hemoglobin A1c (three month average of blood sugar levels), and inflammation. A 2017 study following 1,265 adults for over six years found significantly lower fasting glucose levels among people eating at least five servings of nuts per week compared to those consuming less than one serving. A study on 16,784 American adults found that higher nut intake (5 or more servings per week) was associated with improved blood glucose control through many markers. These markers included lower fasting blood glucose, insulin, hemoglobin A1c (three month average of blood sugar levels), and inflammation.",https://www.usenourish.com/blog/are-nuts-good-for-diabetes,SUPPORTS
We know that nuts reduce your fasting blood glucose.,"One cross-sectional study assessing data from 16,784 American adults (51.8% women, aged ≥18 years) participating in the National Health and Nutrition Examination Survey (NHANES, 2005–2010) evaluated the association between nut intake and markers of glycemic control [11]. The authors observed that higher nut intake was associated with significantly lower levels of all diabetes-related biomarkers, including fasting blood glucose, plasma insulin, homeostasis model assessment-insulin resistance (HOMA-IR), HOMA-β, glycated hemoglobin (HbA1c), and oral glucose tolerance test (OGTT) (p < 0.001). For perspective, a 100 mg amount of magnesium is approximately equivalent to the magnesium content in about ¼ cup of nuts, depending on nut type [8,9]. When considering individuals with T2D, oral magnesium supplementation, equivalent to just over ½ cup of nuts, significantly improved glycemic control indicators, including HbA1c, IL, C-peptide, HOMA-IR, and HOMA-B and insignificantly decreased fasting blood glucose [86]. However, the impact of magnesium when consumed as a constituent of nuts may respond differently within the body compared to an oral magnesium supplement and further investigation may shed light on the possible role magnesium and/or other micronutrients from the consumption of nuts may have in the prevention and management of type 2 diabetes. Approximately 60% to 90% of T2D has been attributable to obesity or weight gain; moreover, elevated weight can increase the risk of complications and comorbidities in people with diabetes [93,94] While nuts appear to be relatively high in calculated total calories and fat, their consumption has not been associated with weight gain nor an increased risk of overweight or obesity [95]. Conversely, despite their high energy density, a SRMA of six prospective cohort studies (n = 569,910) and 86 RCTs (n = 5873) indicated nut intake was associated with lower incidence of overweight/obesity (RR 0.93;",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9965730/,SUPPORTS
And there's really compelling evidence linking high fiber intake to reducing the risk of many chronic diseases.,"Confounding is difficult to account for unless all common causes of exposure and their link to the disease outcomes are known. Therefore, randomized control trials studies are conducted to address the causality of fiber in reducing cardiovascular disease and mortality and to eliminate confounders, measurement errors, and selection bias. As mentioned above, observational studies have suggested that the intake of dietary fiber was associated with decreased risk of heart disease. It is worth noting that the RDA recommendations are for healthy people and do not apply to individuals with some chronic diseases. Studies have shown that most Americans do not consume the recommended intake of fiber. This review will summarize the current knowledge regarding dietary fiber, sources of food containing fiber, atherosclerosis, and heart disease risk reduction.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6566984/,SUPPORTS
And there's really compelling evidence linking high fiber intake to reducing the risk of many chronic diseases.,"Dietary fiber is an essential component of a healthful diet, with research linking a high fiber diet with reduced risks of many health conditions, including cardiovascular disease, type 2 diabetes, and certain cancers. Fiber is also important for keeping the gut healthy. This means that most people in the U.S. could get health benefits from increasing their daily fiber intake. ... Several studies over the past several decades have examined dietary fiber’s effect on heart health, including preventing cardiovascular disease and reducing blood pressure. ... 2017 review of studies found that people eating high fiber diets had significantly reduced risk of cardiovascular disease and lower mortality from these conditions. People can boost their daily fiber intake by making a variety of small changes: eat fruits and vegetables with the skins on, as the skins contain lots of fiber · add beans or lentils to salads, soups, and side dishes · replace white breads and pastas for whole wheat versions · aim to eat 4.5 cups of vegetables and 4.5 cups of fruit each day, as the ... Dietary fiber is an essential component of a healthful diet, with research linking a high fiber diet with reduced risks of many health conditions, including cardiovascular disease, type 2 diabetes, and certain cancers.",https://www.medicalnewstoday.com/articles/146935,SUPPORTS
And there's really compelling evidence linking high fiber intake to reducing the risk of many chronic diseases.,"Dietary fibre intake associates with overall metabolic health (through key pathways that include insulin sensitivity) and a variety of other pathologies that include cardiovascular disease, colonic health, gut motility and risk for colorectal carcinoma. Dietary fibre intake also correlates with mortality. The gut microflora functions as an important mediator of the beneficial effects of dietary fibre, including the regulation of appetite, metabolic processes and chronic inflammatory pathways. Conclusions: Multiple factors contribute to our fibre-impoverished modern diet. Given the plethora of scientific evidence that corroborate the multiple and varied health benefits of dietary fibre, and the risks associated with a diet that lacks fibre, the optimization of fibre within our diets represents an important public health strategy to improve both metabolic and overall health. A dose–response meta-analysis also revealed a pooled relative risk reduction by 9% for CVD mortality for an increment of 10g/day of dietary fibre intake [77]. Based on the available published literature, including meta-analyses and large population-based studies, there does appear to be an association between dietary fibre intake and both risk and mortality from CVD (including coronary heart disease and cerebrovascular disease). Evidence also suggests an association of dietary fibre with reduced mortality from cancer. Based on the available published literature, including meta-analyses and large population-based studies, there does appear to be an association between dietary fibre intake and both risk and mortality from CVD (including coronary heart disease and cerebrovascular disease). Evidence also suggests an association of dietary fibre with reduced mortality from cancer. As with other human-based studies on dietary fibre, there remains a question regarding causality, and other healthy lifestyle factors that associate with increased intake of dietary fibre may mediate at least some of the apparent benefits of dietary fibre on CVD risk.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7589116/,SUPPORTS
And there's really compelling evidence linking high fiber intake to reducing the risk of many chronic diseases.,"Higher dietary fibre intakes are associated with a reduced risk of developing cardiovascular disease (CVD), and increasing intake has been shown to reduce blood pressure and other cardiometabolic risk factors. The extent to which dietary fibre can further reduce risk for those with CVD and treated with cardioprotective drugs has not been clearly established. We have examined the evidence for dietary fibre as adjunct therapy in those with CVD or hypertension. Background Higher dietary fibre intakes are associated with a reduced risk of developing cardiovascular disease (CVD), and increasing intake has been shown to reduce blood pressure and other cardiometabolic risk factors. The extent to which dietary fibre can further reduce risk for those with CVD and treated with cardioprotective drugs has not been clearly established.",https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02328-x,SUPPORTS
And there's really compelling evidence linking high fiber intake to reducing the risk of many chronic diseases.,"However, evidence has shown this practice to be more of an urban legend than helping to reduce recurrences, and can deter people from eating foods that may actually help their condition in the future. Although the role of diet with diverticular disease has long been debated, a high-fiber intake with a focus on whole grains, fruits, and vegetables has been found to have a strong association with decreased risk of diverticular disease and diverticulitis. Because of this reduced amount of available bile acids, the liver will pull cholesterol from the blood to make new bile acids, thereby lowering blood cholesterol. [3] A meta-analysis of 67 controlled trials found a modest benefit of dietary soluble fiber in lowering total and LDL cholesterol. [4] Epidemiological studies find that a high intake of dietary fiber is associated with a lower risk of heart disease and deaths from cardiovascular disease. When comparing the highest to lowest intakes of fiber, there was a 25% reduced risk of breast cancer. [32] This protection of dietary fiber on breast cancer risk was also found in a later meta-analysis of 17 prospective cohort studies when comparing highest to lowest fiber intakes. It was found protective from both premenopausal and postmenopausal breast cancers. [33] A high-fiber diet was also associated with a lower risk of benign breast disease, a risk factor in adolescents for the later development of breast cancer.",https://www.hsph.harvard.edu/nutritionsource/carbohydrates/fiber/,SUPPORTS
